-32.0058,0.731519,0.29485,0.0983158,-0.0250676,-0.00407196,0.149172,0.130726,0.0503739,-0.218621,-0.0714747,0.0455682,-0.127452,-0.228784,-0.0431661,-0.131249,-0.0916474,0.224061,0.388703,0.330106
-27.1456,1.28025,0.480593,0.434329,0.385509,0.150244,0.0744316,0.429138,0.484397,0.00203278,-0.099982,0.127729,0.10114,-0.0724687,-0.0619297,-0.00859667,-0.0989888,0.0254253,0.0420296,0.149656
-24.5338,0.882989,-0.07702,0.770331,0.566145,-0.286206,-0.0691273,0.848009,0.377013,-0.118237,0.0815666,0.149431,0.0851659,0.096898,0.384331,0.339578,0.0777165,0.0961021,0.108557,0.137742
-23.0879,1.41294,0.450087,0.685719,0.525696,0.0879715,0.335881,0.46037,0.170345,0.190412,0.06328,-0.0520537,0.0131311,-0.00961114,0.0775954,0.128375,0.0975782,0.0410396,0.211759,0.125715
-22.5033,1.51639,0.224068,0.336437,0.368574,0.277457,0.383681,0.258467,0.192208,0.117333,-0.00939375,0.200088,0.311421,0.219022,0.148214,0.22137,0.189306,0.310597,0.280842,0.191442
-21.9039,1.438,0.636167,0.71358,0.504826,0.301339,-0.00926327,0.174384,0.0820593,0.240356,0.464819,0.150762,0.169469,0.221592,0.267182,0.272052,0.190513,0.0217885,0.0818896,0.0205983
-20.5672,1.32947,0.091649,0.236757,0.438451,0.293705,0.129728,0.506281,0.290845,0.384847,0.0923934,0.189134,0.0195438,0.0843126,0.271484,0.261351,0.175927,0.131208,0.144304,0.259515
-20.1473,1.30654,0.223716,0.868293,0.697056,0.389413,0.0151242,0.161205,0.300159,0.46626,0.252873,0.0928059,0.137723,0.372239,0.331131,0.314189,0.138751,-0.0232003,0.232356,0.181084
-19.3692,1.42177,0.669977,1.08487,0.912608,0.866691,0.264062,0.236005,0.172396,0.174253,-0.297083,-0.403019,-0.251285,-0.260007,-0.274996,0.029471,-0.131489,-0.20217,0.205778,-0.0219618
-19.4904,1.45547,0.727408,0.803661,0.320786,0.39552,0.341579,0.17261,0.0269901,0.310144,0.134703,-0.31158,-0.474279,0.203678,0.154632,-0.0339537,-0.10245,-0.424783,-0.127735,0.0815007
-18.9015,1.60646,0.829331,0.85681,0.338405,0.337636,0.10863,0.139979,0.327964,0.0854153,-0.026924,-0.24964,-0.0807068,0.276425,0.0993578,0.239593,0.112718,-0.0589247,0.149126,0.194213
-15.6034,2.66245,1.52743,0.417378,0.108616,0.524271,-0.187795,0.352964,-0.104362,-0.0167729,-0.104708,-0.336018,-0.805916,-0.535212,0.174468,0.136356,-0.037396,-0.0600025,0.240155,-0.270531
-13.2155,3.16447,1.23726,0.928132,0.364443,0.741847,-0.078676,0.443382,-0.0943617,0.0292984,-0.137977,-0.424596,-0.902665,-0.695526,-0.090551,-0.157201,-0.296978,-0.323333,-0.210307,-0.593366
