0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0






0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-13.4041,1.34311,0.551113,-0.0798874,0.368607,0.148244,-0.476904,0.280061,0.36443,-0.000881058,-0.228842,0.14292,0.164349,0.134497,0.235793,-0.148132,-0.196854,-0.176752,0.209887,0.00884352
-8.17432,2.61533,0.810425,0.383107,0.613343,0.549644,0.252283,0.628644,0.19099,0.372872,0.300299,0.082796,-0.00484124,0.175216,0.00291441,-0.355314,0.000618765,0.204486,-0.0389864,0.186741
-7.54643,2.91112,0.458692,0.947911,0.267078,0.470518,0.200476,0.152767,0.19475,0.259895,0.183275,0.492815,0.151366,-0.0982008,0.0790748,-0.226574,-0.149826,0.0975654,0.436214,0.361657
-8.98658,2.78006,0.520162,1.01419,0.800967,0.703139,-0.120828,0.391248,-0.0057366,0.244419,0.459341,0.309963,-0.170388,-0.0159843,0.26403,-0.461524,-0.121458,-0.0924843,0.21205,0.361811
-9.41785,2.77883,0.278343,0.862705,0.943992,0.952808,-0.0308138,0.594295,0.000640483,-0.0626704,0.265676,0.254543,-0.0935666,0.0216717,0.135716,-0.643468,-0.304337,-0.00831353,0.597003,0.751583
-9.72425,2.83248,0.238844,0.871216,0.710117,1.04149,0.0812912,0.434263,0.0947493,0.00588406,0.4127,0.110495,-0.0918996,0.17114,0.109724,-0.537111,-0.334027,0.0602323,0.660258,0.628434
-10.1694,2.72955,0.266309,0.964469,0.829877,1.14279,-0.107074,0.381969,0.342218,-0.0887876,0.4689,0.267312,-0.18173,0.155306,0.230701,-0.480192,-0.412939,-0.0470774,0.59648,0.615036
-10.2727,2.86733,0.229368,0.879494,0.69604,1.08222,0.0424113,0.473636,0.297978,-0.164319,0.434852,0.229343,-0.153156,0.160732,0.250899,-0.60323,-0.454686,0.05556,0.74649,0.486322
-10.5416,2.92093,0.352969,0.668173,0.476043,1.02163,-0.00600597,0.593509,0.173216,0.0396935,0.417058,0.350584,-0.186709,0.273934,0.264262,-0.724378,-0.370099,-0.035215,0.796774,0.521047
-10.8535,3.02887,0.325668,0.724183,0.543583,0.944892,-0.0918031,0.532096,0.298504,-0.0021107,0.572965,0.417095,-0.206577,0.091994,0.367029,-0.975253,-0.237526,0.106191,0.656119,0.606896
-10.9844,3.03691,0.125284,0.741332,0.508547,0.797354,0.0609393,0.604764,0.37562,0.0494042,0.425954,0.494826,0.092438,0.225037,0.228353,-0.93887,-0.476709,0.271197,0.636503,0.67424
-11.3079,3.02591,0.211301,0.739754,0.573115,0.67127,-0.00312221,0.883054,0.239869,-0.00688963,0.242197,0.419737,0.205089,0.272495,0.1286,-0.95301,-0.309802,0.372787,0.596601,0.765704
-11.1789,2.84181,0.187615,0.502014,0.199173,0.577793,0.029944,0.607687,0.358419,-0.00508121,0.263215,0.488855,0.270796,0.175958,0.245164,-0.695127,-0.17528,0.439694,0.654676,0.727363
-11.2091,2.63699,0.147168,0.58605,0.216241,0.651823,0.0179037,0.495097,0.233401,0.00875845,0.0181023,0.360303,0.021115,0.0668504,0.0719376,-0.77421,-0.522588,0.393102,0.656899,0.611946
