0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

-38.9953,-0.282464,-0.17222,0.145823,0.1772,0.107902,0.00162213,-0.0419023,0.308603,0.437683,0.182712,-0.183708,-0.385613,-0.323511,-0.0839997,0.075295,0.0474393,-0.0606272,0.265778,0.253298
-32.65,0.433874,0.188537,0.527786,0.285003,0.682836,0.212229,0.122847,0.137599,0.0236691,-0.0221504,0.122174,0.082895,-0.197314,0.00748499,0.0172393,0.106439,0.0742086,0.168722,-0.0840541
-30.4799,-0.145714,0.46219,0.529482,0.679275,0.421797,0.273726,0.0756562,-0.0474065,0.0262224,-0.120541,0.226487,0.36709,0.0039791,-0.0840483,0.00025359,-0.0853792,-0.0358368,0.0854638,0.165892
-29.5435,0.0835511,0.542555,0.478859,0.577552,0.446641,0.266384,0.258828,0.282919,-0.102224,-0.18904,0.209717,0.139518,0.0954554,-0.00754191,0.0800319,0.0704258,0.195579,0.116849,0.00103859
-28.7595,-0.00716859,0.542346,0.246173,0.449304,0.475181,0.18288,-0.136836,0.244986,0.158009,0.345333,0.326751,0.236103,0.0563695,-0.0525635,-0.0696378,0.101049,0.0477175,-0.169054,0.103757
-28.0308,0.0561324,0.764115,0.464055,0.530949,0.380562,0.361943,0.169175,0.142565,0.158271,0.162283,0.121762,0.230108,0.150232,-0.00219106,0.175556,0.0220443,-0.188082,-0.0661652,-0.0039782
-27.3123,0.0762164,0.682203,0.507849,0.348879,0.190206,0.159331,0.143375,0.199305,0.0950977,0.16358,-0.0641221,-0.0436245,-0.00753229,0.320356,0.177901,0.0404161,0.0355017,0.0302147,0.0492994
-26.1966,-0.0425013,0.32016,0.45317,0.797181,0.30661,0.108479,0.00593213,0.19963,0.1609,0.248812,-0.0503235,-0.0163547,-0.0854567,0.0570997,-0.0555202,0.163497,0.0668403,0.0455929,0.119105
-26.0983,0.174995,0.661565,0.154852,0.350567,0.180961,0.239684,-0.0781607,0.251503,0.083194,0.092072,0.217805,0.136658,-0.199718,-0.0786251,0.0786376,0.28635,0.151209,0.101035,0.00684721
-25.8621,-0.168284,0.682663,0.547951,0.41397,0.0111805,0.135247,0.277089,0.484866,0.279045,0.0979467,0.037897,-0.0370536,0.056152,-0.0464602,0.195192,0.164785,0.126363,0.0828012,-0.0262432
-24.3687,0.74481,0.98783,0.303629,-0.0463023,-0.0746697,-0.0733328,0.0953455,0.108099,0.234255,0.0807945,0.134224,0.313108,0.318907,0.19699,0.0798611,-0.0458751,-2.54241e-5,-0.0696762,0.0203098
-22.0517,0.766117,0.790903,0.0747892,0.306185,-0.296956,-0.0375042,-0.13519,0.383374,-0.267562,0.186762,0.060329,0.021363,0.139344,0.188949,-0.220505,-0.100113,-0.23398,-0.0263034,0.137075
-20.0552,1.88717,1.1454,0.364276,1.00202,-0.147869,-0.126241,-0.481432,-0.118654,-0.358817,-0.107488,-0.09073,0.00344193,0.0108017,-0.00721802,-0.058437,-0.145264,-0.379738,-0.526719,-0.326343
-17.4131,1.54607,-0.419256,0.78285,1.06141,0.278683,-0.48869,-0.611656,-0.325373,0.077241,0.325979,-0.303784,-0.348137,0.0780195,-0.017405,-0.271271,-0.152081,-0.292497,-0.754197,-0.980185
