1.01337e-8,8.04449e-9,5.07031e-9,2.9365e-9,2.37465e-9,5.57917e-9,8.50256e-9,1.1203e-8,1.03426e-8,6.58811e-9,3.67176e-9,1.95475e-9
2.1562e-7,1.36925e-7,7.40803e-8,2.10834e-8,4.8976e-8,8.99136e-8,1.21444e-7,1.48871e-7,2.22887e-7,3.22792e-7,3.34823e-7,2.63311e-7
8.77649e-7,1.29827e-6,1.55145e-6,9.11415e-7,9.33469e-7,1.26789e-6,1.18738e-6,9.35419e-7,1.25513e-6,1.96532e-6,2.84508e-6,2.36515e-6
2.21443e-6,1.7281e-6,1.53587e-6,2.00283e-6,2.25473e-6,1.88868e-6,1.45528e-6,1.14104e-6,1.65568e-6,3.29614e-6,5.47704e-6,4.55589e-6
3.53942e-6,3.19399e-6,2.9235e-6,3.04416e-6,2.80339e-6,2.89737e-6,2.95187e-6,2.24352e-6,2.85933e-6,5.54017e-6,1.12056e-5,8.5455e-6
6.29458e-6,5.25295e-6,3.94972e-6,4.86018e-6,4.50098e-6,4.79553e-6,4.80478e-6,5.2965e-6,5.83359e-6,7.46062e-6,1.39e-5,1.03947e-5
9.63205e-6,1.23167e-5,1.12557e-5,6.62241e-6,8.09793e-6,6.46266e-6,9.42945e-6,1.25387e-5,1.63539e-5,1.68354e-5,2.20281e-5,1.45745e-5
0.000364663,0.000244854,9.40971e-5,4.40265e-5,4.94892e-5,6.03215e-5,6.01386e-5,6.5603e-5,9.46376e-5,9.11079e-5,0.000154473,0.00032979
0.00341857,0.0016545,0.000238604,0.000263619,0.00226048,0.00275976,0.000815536,0.000375698,0.000505149,0.000231307,0.000691983,0.00266418
0.00930316,0.00362905,0.000158715,0.00018445,0.00106304,0.00125843,0.000588618,0.000633362,0.000449929,0.000119605,0.000502821,0.0057487
0.00984772,0.00387529,0.000145322,8.13197e-5,0.000204555,0.000262233,0.000475945,0.00110588,0.00061566,0.000151941,0.000393463,0.00556396
0.00875871,0.00359148,0.000124676,0.000113888,0.000269852,0.000181355,0.000615216,0.00129841,0.000682335,0.000151674,0.000231518,0.00456997
0.00852359,0.00356015,0.000181253,0.000197195,0.0005366,0.000357767,0.000512761,0.00115274,0.000561926,7.43149e-5,0.00034381,0.00462425
0.00849304,0.0032826,0.000127486,0.000154478,5.89455e-5,0.000290434,0.00055937,0.00123152,0.00071237,0.000162928,0.000269447,0.00472671
0.00956422,0.00405192,0.00019362,0.000200857,0.000156054,0.000128202,0.000582001,0.00146158,0.000769411,0.000114319,0.000334636,0.00500878
0.0100162,0.00443259,0.000237364,0.000166477,0.000333379,0.000255359,0.00051602,0.00128852,0.000739213,0.000124553,0.000183593,0.00493217
0.0101779,0.00445107,0.000152332,8.40262e-5,8.06503e-5,0.000160505,0.000562599,0.00125669,0.000625701,9.49292e-5,0.000151285,0.00490804
0.00943443,0.00416898,0.000237499,8.94258e-5,0.00013091,0.000109744,0.000498108,0.0010746,0.000561943,8.30395e-5,0.000192001,0.00464409
0.00851833,0.00358019,6.87788e-5,9.3238e-5,0.000180865,0.000151556,0.000473056,0.00118485,0.000645899,9.56478e-5,0.00019373,0.00435075
0.00812896,0.00342473,0.000140054,0.000159238,0.000238454,0.000124733,0.000404385,0.00098954,0.000499038,9.41397e-5,0.0001578,0.0041617
0.00761503,0.00319264,0.000139889,0.000132612,0.000170292,7.90237e-5,0.000491377,0.00109414,0.000598355,0.000101742,0.000176952,0.00394829
0.00704877,0.00299915,0.000117782,0.000133583,0.000267208,0.000150843,0.000440962,0.00107201,0.000595827,0.000121367,0.000172735,0.00351173
0.00234715,0.00585768,0.00499329,0.00197584,0.000501378,0.000562537,0.000377022,0.000376382,0.000404116,0.000569467,0.00109508,0.00140596
0.00247394,0.00380625,0.00714298,0.00325377,0.000238879,0.000188796,0.000308584,0.000379177,0.000366037,0.000620903,0.000439573,0.00115855
0.00176796,0.00345636,0.00723799,0.00320178,0.000246275,0.000174859,0.000196516,0.000123152,0.000226078,0.000523364,0.000404468,0.00115921
0.00170779,0.00347026,0.00768396,0.00342352,0.000228485,0.000201248,0.00019111,0.000184406,0.000270853,0.000630638,0.000414474,0.000929036
0.00145166,0.00398242,0.00769134,0.00338567,0.000173629,0.000159884,0.00023654,0.000346572,0.000431619,0.000649545,0.000447701,0.000768656
0.000739509,0.00349672,0.00718929,0.00313741,0.000221906,0.000189821,0.000240246,0.000302743,0.000222642,0.00074995,0.000424342,0.000611151
0.000382549,0.00330996,0.00657003,0.00282058,0.00016906,0.000119738,0.000178266,0.000187859,0.000286877,0.000509545,0.000329459,0.000316829
0.00069801,0.00305116,0.00616723,0.0027461,0.000312328,0.00034453,0.000426875,0.000362289,0.000305845,0.000428071,0.000312592,0.000461462
0.000789829,0.00327611,0.00805704,0.00604056,0.00432676,0.00388913,0.00279446,0.00178774,0.00145612,0.00136535,0.00112363,0.000742085
0.00141538,0.00502908,0.0108209,0.00772601,0.00234947,0.00199922,0.00231868,0.00256452,0.0019611,0.00168522,0.00103439,0.000835245
0.00113995,0.0041562,0.00949627,0.00503284,0.00175859,0.00220102,0.00436766,0.00945594,0.0174168,0.0190566,0.00822651,0.00287544
0.0170156,0.0232165,0.0235651,0.015899,0.00612979,0.00145724,0.00061113,0.000885523,0.00165846,0.00378588,0.00681278,0.0115928
0.00230064,0.00390193,0.0102588,0.00966652,0.0385197,0.0270885,0.00502417,0.000824143,0.00194902,0.0019703,0.000969466,0.00216172
0.0032213,0.00460453,0.00964149,0.00260291,0.0249954,0.0220575,0.00392236,0.000879059,0.00130006,0.00151566,0.000792742,0.00278533
0.00522083,0.00342951,0.00480967,0.0185831,0.0285704,0.0119187,0.00512895,0.0118694,0.00696208,0.00151921,0.00376853,0.00714597
0.00592215,0.0170389,0.0296547,0.0140136,0.00711401,0.0108903,0.00478789,0.00269099,0.00311032,0.00667072,0.00485493,0.00334406
0.0425139,0.00490818,0.00340565,0.00692225,0.00869188,0.00779196,0.0072988,0.00430831,0.00194563,0.00454686,0.0286306,0.070095
0.0140859,0.00299848,0.00215525,0.00315759,0.00852727,0.00937438,0.00599079,0.00270485,0.00249702,0.00593126,0.015947,0.0247513
